SalesOrderId,SalesOrderDetailId,OrderQty,ProductId,PromotionId,UnitPrice,UnitPriceDiscount,LineTotal,Freight,Tax
43744,400,1,313,1,3578.27,0,3578.270000,89.46,286.26
43745,401,1,311,1,3578.27,0,3578.270000,89.46,286.26
43746,402,1,312,1,3578.27,0,3578.270000,89.46,286.26
43747,403,1,314,1,3578.27,0,3578.270000,89.46,286.26
43748,404,1,313,1,3578.27,0,3578.270000,89.46,286.26
43749,405,1,314,1,3578.27,0,3578.270000,89.46,286.26
43750,406,1,311,1,3578.27,0,3578.270000,89.46,286.26
43751,407,1,313,1,3578.27,0,3578.270000,89.46,286.26
43752,408,1,311,1,3578.27,0,3578.270000,89.46,286.26
43753,409,1,310,1,3578.27,0,3578.270000,89.46,286.26
43754,410,1,312,1,3578.27,0,3578.270000,89.46,286.26
43755,411,1,311,1,3578.27,0,3578.270000,89.46,286.26
43756,412,1,332,1,699.0982,0,699.098200,17.48,55.93
43757,413,1,350,1,3374.99,0,3374.990000,84.37,270.00
43758,414,1,310,1,3578.27,0,3578.270000,89.46,286.26
43759,415,1,310,1,3578.27,0,3578.270000,89.46,286.26
43760,416,1,314,1,3578.27,0,3578.270000,89.46,286.26
43761,417,1,310,1,3578.27,0,3578.270000,89.46,286.26
43762,418,1,314,1,3578.27,0,3578.270000,89.46,286.26
43763,419,1,313,1,3578.27,0,3578.270000,89.46,286.26
43764,420,1,310,1,3578.27,0,3578.270000,89.46,286.26
43765,421,1,346,1,3399.99,0,3399.990000,85.00,272.00
43766,422,1,313,1,3578.27,0,3578.270000,89.46,286.26
43767,423,1,350,1,3374.99,0,3374.990000,84.37,270.00
43768,424,1,312,1,3578.27,0,3578.270000,89.46,286.26
43769,425,1,312,1,3578.27,0,3578.270000,89.46,286.26
43770,426,1,312,1,3578.27,0,3578.270000,89.46,286.26
43771,427,1,330,1,699.0982,0,699.098200,17.48,55.93
43772,428,1,312,1,3578.27,0,3578.270000,89.46,286.26
43773,429,1,314,1,3578.27,0,3578.270000,89.46,286.26
43774,430,1,313,1,3578.27,0,3578.270000,89.46,286.26
43775,431,1,347,1,3399.99,0,3399.990000,85.00,272.00
43776,432,1,314,1,3578.27,0,3578.270000,89.46,286.26
43777,433,1,311,1,3578.27,0,3578.270000,89.46,286.26
43778,434,1,345,1,3399.99,0,3399.990000,85.00,272.00
43779,435,1,326,1,699.0982,0,699.098200,17.48,55.93
43780,436,1,311,1,3578.27,0,3578.270000,89.46,286.26
43781,437,1,312,1,3578.27,0,3578.270000,89.46,286.26
43782,438,1,312,1,3578.27,0,3578.270000,89.46,286.26
43783,439,1,312,1,3578.27,0,3578.270000,89.46,286.26
43784,440,1,310,1,3578.27,0,3578.270000,89.46,286.26
43785,441,1,311,1,3578.27,0,3578.270000,89.46,286.26
43786,442,1,311,1,3578.27,0,3578.270000,89.46,286.26
43787,443,1,344,1,3399.99,0,3399.990000,85.00,272.00
43788,444,1,351,1,3374.99,0,3374.990000,84.37,270.00
43789,445,1,351,1,3374.99,0,3374.990000,84.37,270.00
43790,446,1,344,1,3399.99,0,3399.990000,85.00,272.00
43791,447,1,314,1,3578.27,0,3578.270000,89.46,286.26
43792,448,1,312,1,3578.27,0,3578.270000,89.46,286.26
43793,449,1,344,1,3399.99,0,3399.990000,85.00,272.00
43794,450,1,347,1,3399.99,0,3399.990000,85.00,272.00
43795,451,1,312,1,3578.27,0,3578.270000,89.46,286.26
43796,452,1,342,1,699.0982,0,699.098200,17.48,55.93
43797,453,1,312,1,3578.27,0,3578.270000,89.46,286.26
43798,454,1,310,1,3578.27,0,3578.270000,89.46,286.26
43799,455,1,312,1,3578.27,0,3578.270000,89.46,286.26
43800,456,1,311,1,3578.27,0,3578.270000,89.46,286.26
43801,457,1,311,1,3578.27,0,3578.270000,89.46,286.26
43802,458,1,312,1,3578.27,0,3578.270000,89.46,286.26
43803,459,1,314,1,3578.27,0,3578.270000,89.46,286.26
43804,460,1,310,1,3578.27,0,3578.270000,89.46,286.26
43805,461,1,328,1,699.0982,0,699.098200,17.48,55.93
43806,462,1,312,1,3578.27,0,3578.270000,89.46,286.26
43807,463,1,312,1,3578.27,0,3578.270000,89.46,286.26
43808,464,1,313,1,3578.27,0,3578.270000,89.46,286.26
43809,465,1,310,1,3578.27,0,3578.270000,89.46,286.26
43810,466,1,345,1,3399.99,0,3399.990000,85.00,272.00
43811,467,1,346,1,3399.99,0,3399.990000,85.00,272.00
43812,468,1,312,1,3578.27,0,3578.270000,89.46,286.26
43813,469,1,350,1,3374.99,0,3374.990000,84.37,270.00
43814,470,1,350,1,3374.99,0,3374.990000,84.37,270.00
43815,471,1,311,1,3578.27,0,3578.270000,89.46,286.26
43816,472,1,314,1,3578.27,0,3578.270000,89.46,286.26
43817,473,1,310,1,3578.27,0,3578.270000,89.46,286.26
43818,474,1,312,1,3578.27,0,3578.270000,89.46,286.26
43819,475,1,346,1,3399.99,0,3399.990000,85.00,272.00
43820,476,1,312,1,3578.27,0,3578.270000,89.46,286.26
43821,477,1,310,1,3578.27,0,3578.270000,89.46,286.26
43822,478,1,313,1,3578.27,0,3578.270000,89.46,286.26
43823,479,1,342,1,699.0982,0,699.098200,17.48,55.93
43824,480,1,338,1,699.0982,0,699.098200,17.48,55.93
43825,481,1,313,1,3578.27,0,3578.270000,89.46,286.26
43826,482,1,348,1,3374.99,0,3374.990000,84.37,270.00
43827,483,1,338,1,699.0982,0,699.098200,17.48,55.93
43828,484,1,310,1,3578.27,0,3578.270000,89.46,286.26
43829,485,1,310,1,3578.27,0,3578.270000,89.46,286.26
43830,486,1,311,1,3578.27,0,3578.270000,89.46,286.26
43831,487,1,349,1,3374.99,0,3374.990000,84.37,270.00
43832,488,1,310,1,3578.27,0,3578.270000,89.46,286.26
43833,489,1,310,1,3578.27,0,3578.270000,89.46,286.26
43834,490,1,348,1,3374.99,0,3374.990000,84.37,270.00
43835,491,1,348,1,3374.99,0,3374.990000,84.37,270.00
43836,492,1,324,1,699.0982,0,699.098200,17.48,55.93
43837,493,1,350,1,3374.99,0,3374.990000,84.37,270.00
43838,494,1,313,1,3578.27,0,3578.270000,89.46,286.26
43839,495,1,311,1,3578.27,0,3578.270000,89.46,286.26
43840,496,1,326,1,699.0982,0,699.098200,17.48,55.93
43841,497,1,314,1,3578.27,0,3578.270000,89.46,286.26
43842,498,1,312,1,3578.27,0,3578.270000,89.46,286.26
43918,1284,1,313,1,3578.27,0,3578.270000,89.46,286.26
43919,1285,1,314,1,3578.27,0,3578.270000,89.46,286.26
43920,1286,1,313,1,3578.27,0,3578.270000,89.46,286.26
43921,1287,1,313,1,3578.27,0,3578.270000,89.46,286.26
43922,1288,1,310,1,3578.27,0,3578.270000,89.46,286.26
43923,1289,1,312,1,3578.27,0,3578.270000,89.46,286.26
43924,1290,1,310,1,3578.27,0,3578.270000,89.46,286.26
43925,1291,1,314,1,3578.27,0,3578.270000,89.46,286.26
43926,1292,1,351,1,3374.99,0,3374.990000,84.37,270.00
43927,1293,1,314,1,3578.27,0,3578.270000,89.46,286.26
43928,1294,1,313,1,3578.27,0,3578.270000,89.46,286.26
43929,1295,1,322,1,699.0982,0,699.098200,17.48,55.93
43930,1296,1,312,1,3578.27,0,3578.270000,89.46,286.26
43931,1297,1,313,1,3578.27,0,3578.270000,89.46,286.26
43932,1298,1,314,1,3578.27,0,3578.270000,89.46,286.26
43933,1299,1,347,1,3399.99,0,3399.990000,85.00,272.00
43934,1300,1,346,1,3399.99,0,3399.990000,85.00,272.00
43935,1301,1,334,1,699.0982,0,699.098200,17.48,55.93
43936,1302,1,311,1,3578.27,0,3578.270000,89.46,286.26
43937,1303,1,312,1,3578.27,0,3578.270000,89.46,286.26
43938,1304,1,310,1,3578.27,0,3578.270000,89.46,286.26
43939,1305,1,312,1,3578.27,0,3578.270000,89.46,286.26
43940,1306,1,336,1,699.0982,0,699.098200,17.48,55.93
43941,1307,1,314,1,3578.27,0,3578.270000,89.46,286.26
43942,1308,1,310,1,3578.27,0,3578.270000,89.46,286.26
43943,1309,1,338,1,699.0982,0,699.098200,17.48,55.93
43944,1310,1,344,1,3399.99,0,3399.990000,85.00,272.00
43945,1311,1,310,1,3578.27,0,3578.270000,89.46,286.26
43946,1312,1,313,1,3578.27,0,3578.270000,89.46,286.26
43947,1313,1,310,1,3578.27,0,3578.270000,89.46,286.26
43948,1314,1,345,1,3399.99,0,3399.990000,85.00,272.00
43949,1315,1,310,1,3578.27,0,3578.270000,89.46,286.26
43950,1316,1,311,1,3578.27,0,3578.270000,89.46,286.26
43951,1317,1,311,1,3578.27,0,3578.270000,89.46,286.26
43952,1318,1,312,1,3578.27,0,3578.270000,89.46,286.26
43953,1319,1,342,1,699.0982,0,699.098200,17.48,55.93
43954,1320,1,311,1,3578.27,0,3578.270000,89.46,286.26
43955,1321,1,314,1,3578.27,0,3578.270000,89.46,286.26
43956,1322,1,344,1,3399.99,0,3399.990000,85.00,272.00
43957,1323,1,313,1,3578.27,0,3578.270000,89.46,286.26
43958,1324,1,312,1,3578.27,0,3578.270000,89.46,286.26
43959,1325,1,348,1,3374.99,0,3374.990000,84.37,270.00
43960,1326,1,349,1,3374.99,0,3374.990000,84.37,270.00
43961,1327,1,311,1,3578.27,0,3578.270000,89.46,286.26
43962,1328,1,312,1,3578.27,0,3578.270000,89.46,286.26
43963,1329,1,314,1,3578.27,0,3578.270000,89.46,286.26
43964,1330,1,312,1,3578.27,0,3578.270000,89.46,286.26
43965,1331,1,351,1,3374.99,0,3374.990000,84.37,270.00
43966,1332,1,347,1,3399.99,0,3399.990000,85.00,272.00
43967,1333,1,313,1,3578.27,0,3578.270000,89.46,286.26
43968,1334,1,313,1,3578.27,0,3578.270000,89.46,286.26
43969,1335,1,310,1,3578.27,0,3578.270000,89.46,286.26
43970,1336,1,311,1,3578.27,0,3578.270000,89.46,286.26
43971,1337,1,314,1,3578.27,0,3578.270000,89.46,286.26
43972,1338,1,314,1,3578.27,0,3578.270000,89.46,286.26
43973,1339,1,312,1,3578.27,0,3578.270000,89.46,286.26
43974,1340,1,312,1,3578.27,0,3578.270000,89.46,286.26
43975,1341,1,312,1,3578.27,0,3578.270000,89.46,286.26
43976,1342,1,310,1,3578.27,0,3578.270000,89.46,286.26
43977,1343,1,312,1,3578.27,0,3578.270000,89.46,286.26
43978,1344,1,310,1,3578.27,0,3578.270000,89.46,286.26
43979,1345,1,322,1,699.0982,0,699.098200,17.48,55.93
43980,1346,1,351,1,3374.99,0,3374.990000,84.37,270.00
43981,1347,1,314,1,3578.27,0,3578.270000,89.46,286.26
43982,1348,1,342,1,699.0982,0,699.098200,17.48,55.93
43983,1349,1,314,1,3578.27,0,3578.270000,89.46,286.26
43984,1350,1,311,1,3578.27,0,3578.270000,89.46,286.26
43985,1351,1,313,1,3578.27,0,3578.270000,89.46,286.26
43986,1352,1,310,1,3578.27,0,3578.270000,89.46,286.26
43987,1353,1,310,1,3578.27,0,3578.270000,89.46,286.26
43988,1354,1,344,1,3399.99,0,3399.990000,85.00,272.00
43989,1355,1,312,1,3578.27,0,3578.270000,89.46,286.26
43990,1356,1,344,1,3399.99,0,3399.990000,85.00,272.00
43991,1357,1,310,1,3578.27,0,3578.270000,89.46,286.26
43992,1358,1,311,1,3578.27,0,3578.270000,89.46,286.26
43993,1359,1,314,1,3578.27,0,3578.270000,89.46,286.26
43994,1360,1,314,1,3578.27,0,3578.270000,89.46,286.26
43995,1361,1,312,1,3578.27,0,3578.270000,89.46,286.26
43996,1362,1,310,1,3578.27,0,3578.270000,89.46,286.26
43997,1363,1,310,1,3578.27,0,3578.270000,89.46,286.26
43998,1364,1,348,1,3374.99,0,3374.990000,84.37,270.00
43999,1365,1,311,1,3578.27,0,3578.270000,89.46,286.26
44000,1366,1,311,1,3578.27,0,3578.270000,89.46,286.26
44001,1367,1,313,1,3578.27,0,3578.270000,89.46,286.26
44002,1368,1,336,1,699.0982,0,699.098200,17.48,55.93
44003,1369,1,342,1,699.0982,0,699.098200,17.48,55.93
44004,1370,1,310,1,3578.27,0,3578.270000,89.46,286.26
44005,1371,1,334,1,699.0982,0,699.098200,17.48,55.93
44006,1372,1,310,1,3578.27,0,3578.270000,89.46,286.26
44007,1373,1,320,1,699.0982,0,699.098200,17.48,55.93
44008,1374,1,312,1,3578.27,0,3578.270000,89.46,286.26
44009,1375,1,314,1,3578.27,0,3578.270000,89.46,286.26
44010,1376,1,310,1,3578.27,0,3578.270000,89.46,286.26
44011,1377,1,310,1,3578.27,0,3578.270000,89.46,286.26
44012,1378,1,349,1,3374.99,0,3374.990000,84.37,270.00
44013,1379,1,312,1,3578.27,0,3578.270000,89.46,286.26
44014,1380,1,313,1,3578.27,0,3578.270000,89.46,286.26
44015,1381,1,311,1,3578.27,0,3578.270000,89.46,286.26
44016,1382,1,350,1,3374.99,0,3374.990000,84.37,270.00
44017,1383,1,310,1,3578.27,0,3578.270000,89.46,286.26
44018,1384,1,350,1,3374.99,0,3374.990000,84.37,270.00
44019,1385,1,310,1,3578.27,0,3578.270000,89.46,286.26
44020,1386,1,311,1,3578.27,0,3578.270000,89.46,286.26
44021,1387,1,348,1,3374.99,0,3374.990000,84.37,270.00
44022,1388,1,313,1,3578.27,0,3578.270000,89.46,286.26
44023,1389,1,349,1,3374.99,0,3374.990000,84.37,270.00
44024,1390,1,314,1,3578.27,0,3578.270000,89.46,286.26
44025,1391,1,314,1,3578.27,0,3578.270000,89.46,286.26
44026,1392,1,310,1,3578.27,0,3578.270000,89.46,286.26
44027,1393,1,310,1,3578.27,0,3578.270000,89.46,286.26
44028,1394,1,312,1,3578.27,0,3578.270000,89.46,286.26
44029,1395,1,350,1,3374.99,0,3374.990000,84.37,270.00
44030,1396,1,311,1,3578.27,0,3578.270000,89.46,286.26
44031,1397,1,313,1,3578.27,0,3578.270000,89.46,286.26
44032,1398,1,344,1,3399.99,0,3399.990000,85.00,272.00
44033,1399,1,314,1,3578.27,0,3578.270000,89.46,286.26
44034,1400,1,313,1,3578.27,0,3578.270000,89.46,286.26
44035,1401,1,312,1,3578.27,0,3578.270000,89.46,286.26
44036,1402,1,310,1,3578.27,0,3578.270000,89.46,286.26
44037,1403,1,328,1,699.0982,0,699.098200,17.48,55.93
44038,1404,1,344,1,3399.99,0,3399.990000,85.00,272.00
44039,1405,1,342,1,699.0982,0,699.098200,17.48,55.93
44040,1406,1,351,1,3374.99,0,3374.990000,84.37,270.00
44041,1407,1,313,1,3578.27,0,3578.270000,89.46,286.26
44042,1408,1,313,1,3578.27,0,3578.270000,89.46,286.26
44043,1409,1,311,1,3578.27,0,3578.270000,89.46,286.26
44044,1410,1,314,1,3578.27,0,3578.270000,89.46,286.26
44045,1411,1,344,1,3399.99,0,3399.990000,85.00,272.00
44046,1412,1,313,1,3578.27,0,3578.270000,89.46,286.26
44047,1413,1,344,1,3399.99,0,3399.990000,85.00,272.00
44048,1414,1,314,1,3578.27,0,3578.270000,89.46,286.26
44049,1415,1,314,1,3578.27,0,3578.270000,89.46,286.26
44050,1416,1,310,1,3578.27,0,3578.270000,89.46,286.26
44051,1417,1,310,1,3578.27,0,3578.270000,89.46,286.26
44052,1418,1,314,1,3578.27,0,3578.270000,89.46,286.26
44053,1419,1,338,1,699.0982,0,699.098200,17.48,55.93
44054,1420,1,314,1,3578.27,0,3578.270000,89.46,286.26
44055,1421,1,310,1,3578.27,0,3578.270000,89.46,286.26
44056,1422,1,314,1,3578.27,0,3578.270000,89.46,286.26
44057,1423,1,338,1,699.0982,0,699.098200,17.48,55.93
44058,1424,1,350,1,3374.99,0,3374.990000,84.37,270.00
44059,1425,1,313,1,3578.27,0,3578.270000,89.46,286.26
44060,1426,1,342,1,699.0982,0,699.098200,17.48,55.93
44061,1427,1,310,1,3578.27,0,3578.270000,89.46,286.26
44062,1428,1,310,1,3578.27,0,3578.270000,89.46,286.26
44063,1429,1,344,1,3399.99,0,3399.990000,85.00,272.00
44064,1430,1,310,1,3578.27,0,3578.270000,89.46,286.26
44065,1431,1,310,1,3578.27,0,3578.270000,89.46,286.26
44066,1432,1,344,1,3399.99,0,3399.990000,85.00,272.00
44067,1433,1,310,1,3578.27,0,3578.270000,89.46,286.26
44068,1434,1,313,1,3578.27,0,3578.270000,89.46,286.26
44069,1435,1,349,1,3374.99,0,3374.990000,84.37,270.00
44070,1436,1,349,1,3374.99,0,3374.990000,84.37,270.00
44071,1437,1,313,1,3578.27,0,3578.270000,89.46,286.26
44072,1438,1,311,1,3578.27,0,3578.270000,89.46,286.26
44073,1439,1,351,1,3374.99,0,3374.990000,84.37,270.00
44134,2033,1,310,1,3578.27,0,3578.270000,89.46,286.26
44135,2034,1,310,1,3578.27,0,3578.270000,89.46,286.26
44136,2035,1,311,1,3578.27,0,3578.270000,89.46,286.26
44137,2036,1,314,1,3578.27,0,3578.270000,89.46,286.26
44138,2037,1,310,1,3578.27,0,3578.270000,89.46,286.26
44139,2038,1,311,1,3578.27,0,3578.270000,89.46,286.26
44140,2039,1,311,1,3578.27,0,3578.270000,89.46,286.26
44141,2040,1,313,1,3578.27,0,3578.270000,89.46,286.26
44142,2041,1,313,1,3578.27,0,3578.270000,89.46,286.26
44143,2042,1,313,1,3578.27,0,3578.270000,89.46,286.26
44144,2043,1,312,1,3578.27,0,3578.270000,89.46,286.26
44145,2044,1,310,1,3578.27,0,3578.270000,89.46,286.26
44146,2045,1,313,1,3578.27,0,3578.270000,89.46,286.26
44147,2046,1,310,1,3578.27,0,3578.270000,89.46,286.26
44148,2047,1,310,1,3578.27,0,3578.270000,89.46,286.26
44149,2048,1,312,1,3578.27,0,3578.270000,89.46,286.26
44150,2049,1,312,1,3578.27,0,3578.270000,89.46,286.26
44151,2050,1,328,1,699.0982,0,699.098200,17.48,55.93
44152,2051,1,346,1,3399.99,0,3399.990000,85.00,272.00
44153,2052,1,312,1,3578.27,0,3578.270000,89.46,286.26
44154,2053,1,311,1,3578.27,0,3578.270000,89.46,286.26
44155,2054,1,313,1,3578.27,0,3578.270000,89.46,286.26
44156,2055,1,346,1,3399.99,0,3399.990000,85.00,272.00
44157,2056,1,314,1,3578.27,0,3578.270000,89.46,286.26
44158,2057,1,311,1,3578.27,0,3578.270000,89.46,286.26
44159,2058,1,311,1,3578.27,0,3578.270000,89.46,286.26
44160,2059,1,312,1,3578.27,0,3578.270000,89.46,286.26
44161,2060,1,314,1,3578.27,0,3578.270000,89.46,286.26
44162,2061,1,311,1,3578.27,0,3578.270000,89.46,286.26
44163,2062,1,314,1,3578.27,0,3578.270000,89.46,286.26
44164,2063,1,310,1,3578.27,0,3578.270000,89.46,286.26
44165,2064,1,313,1,3578.27,0,3578.270000,89.46,286.26
44166,2065,1,338,1,699.0982,0,699.098200,17.48,55.93
44167,2066,1,314,1,3578.27,0,3578.270000,89.46,286.26
44168,2067,1,313,1,3578.27,0,3578.270000,89.46,286.26
44169,2068,1,311,1,3578.27,0,3578.270000,89.46,286.26
44170,2069,1,314,1,3578.27,0,3578.270000,89.46,286.26
44171,2070,1,313,1,3578.27,0,3578.270000,89.46,286.26
44172,2071,1,338,1,699.0982,0,699.098200,17.48,55.93
44173,2072,1,312,1,3578.27,0,3578.270000,89.46,286.26
44174,2073,1,311,1,3578.27,0,3578.270000,89.46,286.26
44175,2074,1,313,1,3578.27,0,3578.270000,89.46,286.26
44176,2075,1,314,1,3578.27,0,3578.270000,89.46,286.26
44177,2076,1,350,1,3374.99,0,3374.990000,84.37,270.00
44178,2077,1,312,1,3578.27,0,3578.270000,89.46,286.26
44179,2078,1,350,1,3374.99,0,3374.990000,84.37,270.00
44180,2079,1,347,1,3399.99,0,3399.990000,85.00,272.00
44181,2080,1,312,1,3578.27,0,3578.270000,89.46,286.26
44182,2081,1,310,1,3578.27,0,3578.270000,89.46,286.26
44183,2082,1,310,1,3578.27,0,3578.270000,89.46,286.26
44184,2083,1,314,1,3578.27,0,3578.270000,89.46,286.26
44185,2084,1,310,1,3578.27,0,3578.270000,89.46,286.26
44186,2085,1,347,1,3399.99,0,3399.990000,85.00,272.00
44187,2086,1,313,1,3578.27,0,3578.270000,89.46,286.26
44188,2087,1,334,1,699.0982,0,699.098200,17.48,55.93
44189,2088,1,322,1,699.0982,0,699.098200,17.48,55.93
44190,2089,1,348,1,3374.99,0,3374.990000,84.37,270.00
44191,2090,1,310,1,3578.27,0,3578.270000,89.46,286.26
44192,2091,1,312,1,3578.27,0,3578.270000,89.46,286.26
44193,2092,1,312,1,3578.27,0,3578.270000,89.46,286.26
44194,2093,1,310,1,3578.27,0,3578.270000,89.46,286.26
44195,2094,1,313,1,3578.27,0,3578.270000,89.46,286.26
44196,2095,1,314,1,3578.27,0,3578.270000,89.46,286.26
44197,2096,1,312,1,3578.27,0,3578.270000,89.46,286.26
44198,2097,1,310,1,3578.27,0,3578.270000,89.46,286.26
44199,2098,1,313,1,3578.27,0,3578.270000,89.46,286.26
44200,2099,1,311,1,3578.27,0,3578.270000,89.46,286.26
44201,2100,1,313,1,3578.27,0,3578.270000,89.46,286.26
44202,2101,1,311,1,3578.27,0,3578.270000,89.46,286.26
44203,2102,1,312,1,3578.27,0,3578.270000,89.46,286.26
44204,2103,1,336,1,699.0982,0,699.098200,17.48,55.93
44205,2104,1,312,1,3578.27,0,3578.270000,89.46,286.26
44206,2105,1,347,1,3399.99,0,3399.990000,85.00,272.00
44207,2106,1,313,1,3578.27,0,3578.270000,89.46,286.26
44208,2107,1,347,1,3399.99,0,3399.990000,85.00,272.00
44209,2108,1,311,1,3578.27,0,3578.270000,89.46,286.26
44210,2109,1,310,1,3578.27,0,3578.270000,89.46,286.26
44211,2110,1,313,1,3578.27,0,3578.270000,89.46,286.26
44212,2111,1,312,1,3578.27,0,3578.270000,89.46,286.26
44213,2112,1,310,1,3578.27,0,3578.270000,89.46,286.26
44214,2113,1,311,1,3578.27,0,3578.270000,89.46,286.26
44215,2114,1,312,1,3578.27,0,3578.270000,89.46,286.26
44216,2115,1,314,1,3578.27,0,3578.270000,89.46,286.26
44217,2116,1,310,1,3578.27,0,3578.270000,89.46,286.26
44218,2117,1,311,1,3578.27,0,3578.270000,89.46,286.26
44219,2118,1,338,1,699.0982,0,699.098200,17.48,55.93
44220,2119,1,345,1,3399.99,0,3399.990000,85.00,272.00
44221,2120,1,314,1,3578.27,0,3578.270000,89.46,286.26
44222,2121,1,311,1,3578.27,0,3578.270000,89.46,286.26
44223,2122,1,310,1,3578.27,0,3578.270000,89.46,286.26
44224,2123,1,314,1,3578.27,0,3578.270000,89.46,286.26
44225,2124,1,322,1,699.0982,0,699.098200,17.48,55.93
44226,2125,1,313,1,3578.27,0,3578.270000,89.46,286.26
44227,2126,1,349,1,3374.99,0,3374.990000,84.37,270.00
44228,2127,1,344,1,3399.99,0,3399.990000,85.00,272.00
44229,2128,1,344,1,3399.99,0,3399.990000,85.00,272.00
44230,2129,1,312,1,3578.27,0,3578.270000,89.46,286.26
44231,2130,1,334,1,699.0982,0,699.098200,17.48,55.93
44232,2131,1,312,1,3578.27,0,3578.270000,89.46,286.26
44233,2132,1,310,1,3578.27,0,3578.270000,89.46,286.26
44234,2133,1,312,1,3578.27,0,3578.270000,89.46,286.26
44235,2134,1,313,1,3578.27,0,3578.270000,89.46,286.26
44236,2135,1,312,1,3578.27,0,3578.270000,89.46,286.26
44237,2136,1,310,1,3578.27,0,3578.270000,89.46,286.26
44238,2137,1,311,1,3578.27,0,3578.270000,89.46,286.26
44239,2138,1,311,1,3578.27,0,3578.270000,89.46,286.26
44240,2139,1,311,1,3578.27,0,3578.270000,89.46,286.26
44241,2140,1,313,1,3578.27,0,3578.270000,89.46,286.26
44242,2141,1,313,1,3578.27,0,3578.270000,89.46,286.26
44243,2142,1,312,1,3578.27,0,3578.270000,89.46,286.26
44244,2143,1,312,1,3578.27,0,3578.270000,89.46,286.26
44245,2144,1,330,1,699.0982,0,699.098200,17.48,55.93
44246,2145,1,312,1,3578.27,0,3578.270000,89.46,286.26
44247,2146,1,310,1,3578.27,0,3578.270000,89.46,286.26
44248,2147,1,313,1,3578.27,0,3578.270000,89.46,286.26
44249,2148,1,313,1,3578.27,0,3578.270000,89.46,286.26
44250,2149,1,312,1,3578.27,0,3578.270000,89.46,286.26
44251,2150,1,311,1,3578.27,0,3578.270000,89.46,286.26
44252,2151,1,312,1,3578.27,0,3578.270000,89.46,286.26
44253,2152,1,310,1,3578.27,0,3578.270000,89.46,286.26
44254,2153,1,314,1,3578.27,0,3578.270000,89.46,286.26
44255,2154,1,340,1,699.0982,0,699.098200,17.48,55.93
44256,2155,1,312,1,3578.27,0,3578.270000,89.46,286.26
