CustomerKey,OrderDateKey,ProductKey,ShipperKey,SupplierKey,EmployeeKey,OrderId,UnitSalesAmount,UnitPriceDiscountPercent,UnitPriceDiscountAmount,Quantity,GrossSalesAmount,TotalDiscountAmount,NetSalesAmount,FreightAmount
1084,19961021,2052,5002,4009,3008,10334,5.6,.00,0,8,44.8,0,44.8,8.56
1084,19961021,2068,5002,4026,3008,10334,10,.00,0,10,100,0,100,8.56
1037,19961022,2002,5002,4005,3007,10335,15.2,.20,3.04,7,106.4,21.28,85.12,42.11
1037,19961022,2031,5002,4007,3007,10335,10,.20,2,25,250,50,200,42.11
1037,19961022,2032,5002,4007,3007,10335,25.6,.20,5.12,6,153.6,30.72,122.88,42.11
1037,19961022,2051,5002,4009,3007,10335,42.4,.20,8.48,48,2035.2,407.04,1628.16,42.11
1060,19961023,2004,5002,4018,3007,10336,17.6,.10,1.76,18,316.8,31.68,285.12,15.51
1025,19961024,2023,5003,4023,3004,10337,7.2,.00,0,40,288,0,288,108.26
1025,19961024,2026,5003,4011,3004,10337,24.9,.00,0,24,597.6,0,597.6,108.26
1025,19961024,2036,5003,4027,3004,10337,15.2,.00,0,20,304,0,304,108.26
1025,19961024,2037,5003,4027,3004,10337,20.8,.00,0,28,582.4,0,582.4,108.26
1025,19961024,2072,5003,4007,3004,10337,27.8,.00,0,25,695,0,695,108.26
1055,19961025,2017,5003,4022,3004,10338,31.2,.00,0,20,624,0,624,84.21
1055,19961025,2030,5003,4019,3004,10338,20.7,.00,0,15,310.5,0,310.5,84.21
1051,19961028,2004,5002,4018,3002,10339,17.6,.00,0,10,176,0,176,15.66
1051,19961028,2017,5002,4022,3002,10339,31.2,.05,1.56,70,2184,109.2,2074.8,15.66
1051,19961028,2062,5002,4006,3002,10339,39.4,.00,0,28,1103.2,0,1103.2,15.66
1009,19961029,2018,5003,4022,3001,10340,50,.05,2.5,20,1000,50,950,166.31
1009,19961029,2041,5003,4017,3001,10340,7.7,.05,0.385,12,92.4,4.62,87.78,166.31
1009,19961029,2043,5003,4013,3001,10340,36.8,.05,1.84,40,1472,73.6,1398.4,166.31
1073,19961029,2033,5003,4020,3007,10341,2,.00,0,8,16,0,16,26.78
1073,19961029,2059,5003,4008,3007,10341,44,.15,6.6,9,396,59.4,336.6,26.78
1025,19961030,2002,5002,4005,3004,10342,15.2,.20,3.04,24,364.8,72.96,291.84,54.83
1025,19961030,2031,5002,4007,3004,10342,10,.20,2,56,560,112,448,54.83
1025,19961030,2036,5002,4027,3004,10342,15.2,.20,3.04,40,608,121.6,486.4,54.83
1025,19961030,2055,5002,4015,3004,10342,19.2,.20,3.84,40,768,153.6,614.4,54.83
1044,19961031,2064,5001,4024,3004,10343,26.6,.00,0,50,1330,0,1330,110.37
1044,19961031,2068,5001,4026,3004,10343,10,.05,0.5,4,40,2,38,110.37
1044,19961031,2076,5001,4012,3004,10343,14.4,.00,0,15,216,0,216,110.37
1089,19961101,2004,5002,4018,3004,10344,17.6,.00,0,35,616,0,616,23.29
1089,19961101,2008,5002,4010,3004,10344,32,.25,8,70,2240,560,1680,23.29
1063,19961104,2008,5002,4010,3002,10345,32,.00,0,70,2240,0,2240,249.06
1063,19961104,2019,5002,4026,3002,10345,7.3,.00,0,80,584,0,584,249.06
1063,19961104,2042,5002,4013,3002,10345,11.2,.00,0,9,100.8,0,100.8,249.06
1065,19961105,2017,5003,4022,3003,10346,31.2,.10,3.12,36,1123.2,112.32,1010.8799,142.08
1065,19961105,2056,5003,4021,3003,10346,30.4,.00,0,20,608,0,608,142.08
1021,19961106,2025,5003,4011,3004,10347,11.2,.00,0,10,112,0,112,3.1
1021,19961106,2039,5003,4001,3004,10347,14.4,.15,2.16,50,720,108,612,3.1
1021,19961106,2040,5003,4017,3004,10347,14.7,.00,0,4,58.8,0,58.8,3.1
1021,19961106,2075,5003,4024,3004,10347,6.2,.15,0.93,6,37.2,5.58,31.62,3.1
1086,19961107,2001,5002,4005,3004,10348,14.4,.15,2.16,15,216,32.4,183.6,0.78
1086,19961107,2023,5002,4023,3004,10348,7.2,.00,0,25,180,0,180,0.78
1075,19961108,2054,5001,4015,3007,10349,5.9,.00,0,24,141.6,0,141.6,8.63
1041,19961111,2050,5002,4012,3006,10350,13,.10,1.3,15,195,19.5,175.5,64.19
1041,19961111,2069,5002,4020,3006,10350,28.8,.10,2.88,18,518.4,51.84,466.56,64.19
1020,19961111,2038,5001,4001,3001,10351,210.8,.05,10.54,20,4216,210.8,4005.2,162.33
1020,19961111,2041,5001,4017,3001,10351,7.7,.00,0,13,100.1,0,100.1,162.33
1020,19961111,2044,5001,4013,3001,10351,15.5,.05,0.775,77,1193.5,59.675,1133.825,162.33
1020,19961111,2065,5001,4018,3001,10351,16.8,.05,0.84,10,168,8.4,159.6,162.33
1028,19961112,2024,5003,4025,3003,10352,3.6,.00,0,10,36,0,36,1.3
1028,19961112,2054,5003,4015,3003,10352,5.9,.15,0.885,20,118,17.7,100.3,1.3
1059,19961113,2011,5003,4003,3007,10353,16.8,.20,3.36,12,201.6,40.32,161.28,360.63
1059,19961113,2038,5003,4001,3007,10353,210.8,.20,42.16,50,10540,2108,8432,360.63
1058,19961114,2001,5003,4005,3008,10354,14.4,.00,0,12,172.8,0,172.8,53.8
1058,19961114,2029,5003,4024,3008,10354,99,.00,0,4,396,0,396,53.8
1004,19961115,2024,5001,4025,3006,10355,3.6,.00,0,25,90,0,90,41.95
1004,19961115,2057,5001,4021,3006,10355,15.6,.00,0,25,390,0,390,41.95
1086,19961118,2031,5002,4007,3006,10356,10,.00,0,30,300,0,300,36.71
1086,19961118,2055,5002,4015,3006,10356,19.2,.00,0,12,230.4,0,230.4,36.71
1086,19961118,2069,5002,4020,3006,10356,28.8,.00,0,20,576,0,576,36.71
1046,19961119,2010,5003,4028,3001,10357,24.8,.20,4.96,30,744,148.8,595.2,34.88
1046,19961119,2026,5003,4011,3001,10357,24.9,.00,0,16,398.4,0,398.4,34.88
1046,19961119,2060,5003,4008,3001,10357,27.2,.20,5.44,8,217.6,43.52,174.08,34.88
1041,19961120,2024,5001,4025,3005,10358,3.6,.05,0.18,10,36,1.8,34.2,19.64
1041,19961120,2034,5001,4002,3005,10358,11.2,.05,0.56,10,112,5.6,106.4,19.64
1041,19961120,2036,5001,4027,3005,10358,15.2,.05,0.76,20,304,15.2,288.8,19.64
1072,19961121,2016,5003,4022,3005,10359,13.9,.05,0.695,56,778.4,38.92,739.48,288.43
1072,19961121,2031,5003,4007,3005,10359,10,.05,0.5,70,700,35,665,288.43
1072,19961121,2060,5003,4008,3005,10359,27.2,.05,1.36,80,2176,108.8,2067.2,288.43
1007,19961122,2028,5003,4024,3004,10360,36.4,.00,0,30,1092,0,1092,131.7
1007,19961122,2029,5003,4024,3004,10360,99,.00,0,35,3465,0,3465,131.7
